,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
8046,Delta Air Lines,8,"""FA's seemed like they were enjoying their jobs""",28th April 2023,False,"  You mostly see negative reviews on here about Delta, but my red eye flight from SFO to ATL, then from ATL to GTR on 4-17/18 were perfect and smooth. Both flights left on time and all the FA's seemed like they were enjoying their jobs with a smile on their faces. Drinks and snacks were served from SFO-ATL twice on the 4 hour flight. Then on 4-26 and 4-27 going back to SFO, everything went smooth once again. I would highly recommend flying with Delta Airlines. Twice a year I fly these routes and I have never had a problem with one of my flights with Delta. Thanks to the Pilots for getting me to my destination safely and thanks to all the FA's who work hard who keep a smile in their faces. It really makes a difference! Thank you!
",Boeing 737-900 and CRJ900,Solo Leisure,Economy Class,"San Francisco, CA to Columbus, Mississippi",April 2023,3.0,5.0,2.0,4.0,4.0,2.0,4.0,yes
8047,Delta Air Lines,5,"""strictly chaotic once we got to Atlanta""",28th April 2023,True," We arrived in Atlanta from London with almost 3 hours to wait. The flight was to leave at 6:15 in the evening but around 530 we were told that there was a weather problem and would be delayed until 7 o’clock. At about 6:55 they change the delayed time to 720 and the plane started to load and was completed by about 730 or 735 and we left the gate headed to the runway. While on the runway we got ready to take-off but then the engines were cut back and we returned to the gate. They said that the weather had closed and they couldn’t take-off , they also said that they had been notified that the pilots time has run out and that they would have to have new pilots so we sat on the plane for about an hour and a half until the new pilot got there. They said they were having problems getting clearance to leave the gate, but by the time they did surprise, the attendant time had run out and now we had to wait another hour while they found new staff. We finally left at about 1030 getting us home at about 1210 where we should’ve been home a little after eight I don’t understand how they couldn’t see the time running out coming for both the pilot and the crew well before it was the time to leave it just seems like poor management. I could understand the weather problem, but the pilots time running out within minutes of taking off doesn’t seem to make much sense and then the attendance time runs out like nobody knew that was coming very very unhappy with that situation. The flight going over to Ireland and the flight back from London to Atlanta Was fine but strictly chaotic once we got to Atlanta.",,Couple Leisure,Economy Class,Atlanta to West Palm Beach,April 2023,4.0,5.0,5.0,5.0,5.0,4.0,4.0,yes
8048,Delta Air Lines,2,"""A glorified bus ride""",28th April 2023,False," Their international product is terrible, compared to other European airlines such as Lufthansa, BA or Air France. It’s very difficult to elaborate this in a few sentences since there are many small issues across the full experience that ultimately will impact your body, quality of sleep, mood, etc. Everything from planes condition, served food, utensils, FES, pillows, blankets, lack of basic toiletries (they used to provided in the past), crew’s behavior and attentiveness, quality of seats - all mediocre to poor. A glorified bus ride. What’s more upsetting is the whole “going green” charade to cut cost on elements that are so fundamental to the passenger such as food. They provide meals with this sort of pre-packaged configuration where you get useless wood silverware that makes eating completely difficult. Lack of trays makes eating a super annoying task. The portions are a joke for a 10 hours flight, and breakfast is just replica of the American “beef pockets”. So make no mistake, Delta international economy is no different than Condor or any other budget intercontinental airline that sticks to a schedule. Period. If you really care about a well spacious seat, top service and good food on a long flight, go with a European top airline.",A330,Business,Economy Class,Seattle to Frankfurt via Amsterdam,April 2023,1.0,2.0,1.0,4.0,3.0,1.0,2.0,no
8049,Dimonim Air,7,"""Departure time was uncertain""",6th December 2019,True,"  Tanahmerah to Korowai Batu. This route is a government-subsidized one operated with tiny aircraft carrying only about a dozen passengers. No advance booking possible but Dimonim staff were helpful in getting us on a flight the same day. Departure time was uncertain but we eventually got on the plane. Once aboard it was a great flight offering sweeping views of the rivers and rain forests below. Cheap, too.",,Couple Leisure,Economy Class,Tanahmerah to Korowai Batu,November 2019,3.0,3.0,,5.0,,,5.0,yes
8050,Dniproavia,8,Dniproavia customer review,4th September 2012,False,KBP-OTP. Sandwiches and drinks served (even a local wine) although the flight is just over 1 hour departure/landing on time check in chaotic in Kiev; Embraer 145 looked in good condition but seats are pretty cramped. If you have medium/large size handbag they will ask to load it in the plane as the overhead compartments are small they will give you back to you in the tarmac so no need to wait at the luggage belt crew was young but not that smiley. Good experience overall.,,,Economy Class,,,,,,,,,4.0,yes
8051,Dniproavia,8,Dniproavia customer review,4th September 2012,False,KBP-OTP. Sandwiches and drinks served (even a local wine) although the flight is just over 1 hour departure/landing on time check in chaotic in Kiev; Embraer 145 looked in good condition but seats are pretty cramped. If you have medium/large size handbag they will ask to load it in the plane as the overhead compartments are small they will give you back to you in the tarmac so no need to wait at the luggage belt crew was young but not that smiley. Good experience overall.,,,Economy Class,,,,,,,,,4.0,yes
8052,Dniproavia,9,Dniproavia customer review,5th November 2011,False,Kiev to Odessa but they serve sandwiches and the whole range of beverages. B737 clean. Plenty of legroom. Flight was on-time. It's worth the money!,,,Economy Class,,,,,,,,,4.0,yes
8053,Dniproavia,7,Dniproavia customer review,13th October 2011,False,Odessa to Kiev return. Plane a rather old Boeing 737 but for such short trips (under 1 hour) is not a problem. I was surprised to see that they offered sandwiches on both flights together with tea coffee and juices.,,,Economy Class,,,,,,,,,4.0,yes
8054,Dniproavia,5,Dniproavia customer review,24th September 2011,False,I was recently on a short hop from Sevastopol to Kiev. Airport check-in was fast and polite. Plane was pretty old Embraer with tight legroom. Catering consisted of tea coffee water all looked and smelled uninspiring. The crew was young and nice. Ticket price was a good deal. Flight was on time. Ok for 50 min flight.,,,Economy Class,,,,,,,,,4.0,no
8055,Dniproavia,7,Dniproavia customer review,27th July 2011,False,KIV-KBP-ODS. Both flights were codeshared with Aerosvit but operated by Dniproavia planes. KIV-KBP Embraer 145 that has seen better days. KBP-ODS plane was an old-looking Boeing 737-500. Service onboard was good. Offered drinks and a double sandwich despite both flights being under 1hr. Flights departed on time. They almost lost my luggage on the first flight as it was sent to connecting flights but were able to locate it relatively quickly and hand it back. Overall a relatively good experience for the price paid.,,,Economy Class,,,,,,,,,4.0,yes
8056,Dniproavia,7,Dniproavia customer review,22nd August 2010,False,Kiev-Simferopol-Kiev-Lviv. The first two legs operated by B737 were pleasant apart from the seats being a little cramped. Snacks served staff were efficient and flights operated on time. Note that Dniproavia does not check luggage through on connecting flights or issue onward boarding passes. You must collect your baggage at Kiev and check in again. The final leg to Lviv was operated by Wind Rose (MD82). A snack with wine was served. Again the seating was a bit cramped but no complaints on this short flight.,,,Economy Class,,,,,,,,,4.0,yes
8057,Dniproavia,1,Dniproavia customer review,26th October 2009,False,Morning flight Kiev - Odessa a new clean Embraer 145. It was a very pleasant flight with free candies and beverages served by smiling crew. Departed on time and arrived early. Check- in in Kiev quick and easy. The atmosphere and attitude quite relaxed and pleasant.,,,Economy Class,,,,,,,,,4.0,yes
8058,Dragonair,5,"""I would not fly Dragonair again""",26th November 2021,False,"  My experience with DragonAir is mixed. Our flight from Kempegowda International Airport, Bangalore (BLR) to Hong Kong International Airport (HKIA) was pleasantly good. The one from Hong Kong to Bangalore was very dysfunctional! Our flight was continuously postponed. 9pm to 12.10am to 2.30am to 3.40am and later to 4.20am (reason still unknown.) Later we were given coupons to eat from the airport food court (this was given after some air-geek rebuked them to follow the rules of flight delay and all that) What I heard later on was that! It was a trick played by DragonAir to cancel the flight for 24 hours and make some savings and amendments. Frustrated American held a revolt and the DragonAir flying to Chennai was cancelled and we finally reached Bangalore Airport at around 7-8 in the morning. The food sucks by the way! We have no vegan or vegetarian option. Everything has egg or fish oil in it. The airhostesses were rude and would rebuke in Chinese. It was so confusing! I would not fly Dragonair again! ",,Family Leisure,Economy Class,Bangalore to Hong Kong,December 2020,4.0,2.0,1.0,2.0,3.0,3.0,4.0,yes
8059,Dragonair,3,"""Value for money is horrible""",11th June 2018,True," Flight itself was very smooth and take off and landing were good. Air hostesses were horrible. Very rude, inconsiderate, unprofessional and incomprehensible. Value for money is horrible because the inflight meal seems like they've slapped some leftovers together. A passenger next to me who had ordered the vegetarian meal, was given a single puri (Indian bread) without any condiments or vegetable side - a pathetic excuse for a meal. The non veg meal was hardly tolerable as well. On a flight with mostly elderly citizens, the hospitality was certainly not good.",,Solo Leisure,Economy Class,Kolkata to Hong Kong,June 2018,3.0,1.0,1.0,3.0,1.0,1.0,2.0,no
8060,Dragonair,8,"""disappointed with in-flight meal""",26th February 2017,False,"  Kota Kinabalu to Hong Kong. It was a pleasant experience flying on the second day of Chinese New Year. Flight KA060 was delayed until 1500 from the original schedule departure 1200. Due to unforeseen circumstances, I was not able to make my flight connection to Beijing. I was delighted that a notify sms was sent to my mobile informing of such delay. Another notification was sent from BKI based ground staff to further confirm such. I arrived the airport earlier with the hope that I will be able to get a replacement flight to Beijing. Seemingly that it was indeed risky for me to get a connecting flight from HKG to PEK on 1830. They offered me the option of next day departure which I agreed upon. Travelling was made easier as a confirmed seat and boarding pass for CX390 was also issued at the same time. Similarly, hotel was also arranged for me. Upon boarding flight KA060, I was assisted by the cabin crew to my seat. A apology was also made prior to departure informing the reason behind such delay. I am impressed with the professionalism of the flight attendants. In flight meal was promptly served after airborne. I had been flying Cathay Dragon since 2014. Nonetheless, I am slightly disappointed with the in-flight meal. The portion has now been re-sized to smaller portion since 2016. In the last 12 months I had also flown with other airline in this region.  Asiana Airlines still serve dessert and metal cutlery which Cathay Dragon now longer provide. ",A320-200,Solo Leisure,Economy Class,Kota Kinabalu to Hong Kong,January 2017,4.0,5.0,3.0,5.0,3.0,3.0,4.0,yes
8061,Dragonair,8,"""meal choice is better""",16th February 2017,False," I commute quite frequently from Hong Kong to Beijing, either on the 5pm Cathay Pacific or the 6pm Cathay Dragon, and it is Dragon that offers better service in general from my experience. The meal is better, though again cabin staff no longer bother to greet members. What is better is the meal choice from Hong Kong restaurant dishes, but what is downgrading is the offer of a piece of cheap 'Hong Kong street cafe cookie' promoted by a local actor unknown to international passengers (wonder if this is advertising). The cookie is not tasteful and its distribution is below the dignity of business class (and I note that on this flight they even have First class). But my dislike of the cookie does not deter me from flying this flight again.",A330,Business,Business Class,Hong Kong to Beijing,February 2017,4.0,4.0,4.0,4.0,4.0,,4.0,yes
8062,Dragonair,3,"""unfortunately really disappointing""",22nd November 2016,False,"  Hong Kong to Da Nang. First day as Cathay Dragon but unfortunately really disappointing. No inflight entertainment, no drinks run of any kind; chose the chicken with noodles but the chicken must have been on holiday. Staff were ok and cabin clean but it all looked rather tired. Have had much better experiences on no-frills airlines for less money.",,Business,Economy Class,HKG to DAD,November 2016,3.0,3.0,1.0,4.0,,,2.0,no
8063,Dragonair,9,"""cabin crew are very nice""",13th November 2016,False,"  Dragonair is part of Cathay Pacific. From Hong Kong to Guangzhou is less than 100 miles, but they provide an excellent service . When on board, cabin crew deliver a bottle of water and a cookie. The cabin crew are very nice.",A320,Solo Leisure,Economy Class,HKG to CAN,May 2016,3.0,5.0,3.0,5.0,,,4.0,yes
8064,Dragonair,7,"""seats are comfortable""",25th October 2016,False,"  Kolkata to Hong Kong. The look of the cabin is like a budget airline cabin with no entertainment, charging plug or Coat hook. However, they do provide blanket and pillow. Seats are comfortable with enough leg room. The food was served in a box, and contained a sandwich, a small bowl of fruit, packet of two cookies and small bar of chocolate. Though the flight starts at 01.15 AM but the quantity of the food served is very less and is not as per Cathay standard. Toilets were clean and fresh. Beverage cart service is not available in the flight but if you ask for any beverages they will give you what you want, subject to availability. Similarly while returning from Hong Kong, they served me whiskey on demand. Crew was very courteous. The flight would have been Cathay standard flight if they had added entertainment in their flight like other Cathay / Dragonair flights and improved the food. After all, we are paying more compared to the budget airlines for the services.",A320,Family Leisure,Economy Class,CCU to HKG,October 2016,4.0,4.0,2.0,4.0,,,3.0,yes
8065,Dragonair,4,"""unexpectedly unpleasant flight""",22nd October 2016,False,"Kolkata to Hong Kong with Dragonair. An unexpectedly unpleasant flight. Although the aircraft was newish and an iPad laden with a limited selection of entertainment provided, the service was not up to par. The flight attendant, instead of providing me the menu card, read out the options from the copy she held in her hand. There was a couple with an infant who wailed through much of the night flight. In a cabin with just 2 rows and 8 seats, there is no escaping this misery. Very little sleep possible. Furthermore, before landing I was unable to use the lavatory - 2 flight attendants were on their knees cleaning the floor both inside and outside the lavatory it was splashed with water, and covered with absorbent towels. What a mess! Was glad to rush out of the plane when it landed.",A320,Solo Leisure,Business Class,CCU to HKG,October 2016,4.0,3.0,3.0,4.0,3.0,,4.0,yes
8066,Dragonair,7,"""dependable, satisfactory service""",12th October 2016,False,"Connected to this flight to Kolkata in Hong Kong. A shuttle bus carried us to another terminal to board the plane through jetways. Plane departed and arrived on time. Inflight was cheerful and efficient, iPads were provided. It carried a much reduced version of the entertainment provided on Cathay Pacific's US-HKG route. Port wine was served after dessert - a small tub of Haagen Daz - frozen as a stone - on request.  Newspapers were all in Chinese - I don't read the language and no amenities bag was provided. Also, the inflight shopping selection was extremely limited. Of the five items I picked from the catalog, only one was available. Lesson learned - don't rely on duty free shopping in the air for buying your gifts. Cathay Dragon is the only operator on this route and having flown over 20 times, it provides a dependable, satisfactory service.",A320,Solo Leisure,Business Class,HKG to CCU,October 2016,3.0,4.0,4.0,4.0,2.0,,4.0,yes
8067,Dragonair,7,"""it was enjoyable flight""",7th September 2016,False,"Hong Kong to Beijing with Cathay Dragon. My seat was at the middle of the aircraft.  One meal was served and the total flight time was about 3 hours. The meal service was good.  The crew were friendly and nice. Nevertheless, the in-flight entertainment system was not quite updated and the legroom of the economy class seat was not quite enough. The area of the restrooms could also be improved. In total, it was enjoyable flight.",A330-300,Family Leisure,Economy Class,HKG to PEK,July 2016,3.0,4.0,4.0,4.0,3.0,,4.0,yes
8068,Dragonair,2,"""saw other flight attendants helping""",12th August 2016,False,"  
Flew Dragonair from Hong Kong to Busan. Before landing in Busan, cabin crews started their checks, making sure if all the window blinds were open and all seats were in an upright position. At that time, I asked one of the male cabin crew to help me clear the meal box away, he shouted at me and instructed me to put the meal box into the seat pocket. Many passenger were looking at me which was embarrassing. I saw other flight attendants helping passengers clear their rubbish and the meal box. ",A321,Family Leisure,Economy Class,HKG to PUS,May 2016,3.0,1.0,2.0,2.0,2.0,,3.0,no
8069,Dragonair,1,"""service was friendly and efficient""",17th July 2016,False," Hong Kong to Chiang Mai with Dragonair. Best flight imaginable. Service was friendly and efficient. Special meals were honored, and my low-lactose meal even had a piece of well-prepared fish. Amazing. The seats were fine too. If every airline offered the service provided by Dragonair on this flight, there would be a lot fewer air travel complaints. We loved this flight.",,Family Leisure,Economy Class,HKG to CNX,June 2016,3.0,5.0,5.0,5.0,3.0,,5.0,yes
8070,Dragonair,8,"""service was good""",4th July 2016,False,"  Flew Hong Kong to Beijing. Good flight, while the two previous flights were cancelled due to the notorious 'traffic control' in Beijing. My flight departed on time and had a rare on the spot arrival. Service was good and the meal is good. Dragonair is part of Cathay Pacific but remain a separate operating entity, and in my opinion they are better than Cathay, and I always prefer them on this route. Business seat is of older configuration but does not matter for a short haul flight.",A330,Solo Leisure,Business Class,HKG to PEK,July 2016,4.0,5.0,4.0,5.0,4.0,,4.0,yes
8071,Dragonair,2,"""kept giving poor excuses""",27th June 2016,False,"I will never fly Dragonair again. Our orginal flight from Shanghai to Hong Kong was delayed for over 7 hrs along with all other Hong Kong flights for Dragonair. Dragonair kept giving poor excuses like weather, air traffic control, aircraft scheduleing etc. After much fighting they finally offered a meal voucher. When asked about my connection flight that had been missed they advised me that Hong Kong would have all the details when I land. Guess what when I landed they had nothing. Landed just after 1am and had to fight to get a hotel voucher for a hotel 45 mins away. Got told that Dragonair would cover the cost of a transfers, breakfast, IDD call. Get back to airport at 9.30am for my new connecting flight to only fight again for reimbursement of taxis and meal voucher. ",A330-300,Business,Economy Class,PVG to HKG,June 2016,3.0,1.0,4.0,1.0,3.0,1.0,2.0,no
8072,Dragonair,6,"""almost like a no-frills airline""",22nd June 2016,False,"  Kolkata to Hong Kong with Dragonair. The flight was almost like a no-frills airline. Did not expect this from Cathay Pacific. No personal screens on seats, no drinks options, just a snack box. The seats were OK though. Lot of turbulence, especially just before landing at Hong Kong a big bump! No seat chargers. Cathay Pacific needs to improve its Dragonair flight services on international routes.",A320,Family Leisure,Economy Class,CCU to HKG,May 2016,4.0,3.0,2.0,4.0,,,3.0,no
8073,Dragonair,8,"""Dragonair preferred to Cathay""",11th June 2016,False," Beijng to Hong Kong with Dragonair. Very smooth flight - on time, which is not easily expected for a flight from Beijing where there is always problems with traffic restrictions or weather. There is nothing to write home about for any economy flight as such but it is good that bottled water is provided at each seat (not provided by parent company Cathay Pacific) and hot items available at breakfast. Service is adequately good. It seems that Dragonair flights are preferred to Cathay and I hope now that the airline is renamed Cathay Dragon, the service standards will not change as I feel Dragonair is better - particularly for meals.",A330,Solo Leisure,Economy Class,PEK to HKG,June 2016,4.0,4.0,4.0,4.0,4.0,,4.0,yes
8074,Dragonair,9,"""smiles from cabin crew""",7th June 2016,False,"  Wonderful flight and fantastic cabin crew. We had just flown Cathay Pacific from Adelaide to Hong Kong and then on going to Beijing with Dragonair. Brilliant service, greeted with smiles from cabin crew. Very fast and caring about passenger safety, comfort and top quality service. Very good food such as beef or fish or duck and all food presented piping hot and tasty. Great value in a clean fresh and well looked after aircraft, well done Dragonair, we will fly again with you soon.
",A330-300,Couple Leisure,Economy Class,HKG to PEK,May 2016,4.0,5.0,5.0,4.0,5.0,,5.0,yes
8075,Dragonair,8,"""a satisfactory flight""",14th May 2016,False," A good flight with Dragonair from Hong Kong to Tokyo, on time, and the arrival at Haneda is a good thing free from long queue and custom hussle usually experienced at Narita (will remember to choose Haneda flight if available). Good breakfast, hot items include rice dishes. Service is OK but no greeting to members (they skipped this god gesture). New flatbed seat but not very useful for shorthaul even it was an early morning flight. A satisfactory flight but nothing special.",,Solo Leisure,Business Class,HKG to HND,May 2016,5.0,3.0,4.0,4.0,4.0,,4.0,yes
8076,Dragonair,3,"""crew members young and inexperienced""",12th May 2016,False,"  Flew Hong Kong to Kota Kinabalu. Dragonair used to have good service: good food and beverages and good service from crew members. I used to look forward to travelling with Dragonair but not anymore. Wine was not served during meal times and the welcome juice service has now been strangely abolished. Upon cruising altitude, meals were served immediately. Considering that the flight was not full and it is a 2.5 hour flight, welcome juice service could have been factored in. Crew members were young and highly inexperienced: impersonal and not friendly. They were there to perform a perfunctory duty and were rather robotic at times.",,Solo Leisure,Economy Class,HKG to BKI,May 2016,3.0,2.0,1.0,2.0,1.0,,1.0,no
8077,Dragonair,6,"""would recommend Dragonair""",22nd April 2016,False,"  Hong Kong to Shanghai. Flight was initially delayed from 1200 to 1340 but then we boarded around 1325 and sat on the aircraft not getting airborne until 1600. This was due to ""bad weather"" in Shanghai although probably more likely the usual chinese air force airspace delays along this route which I am given to understand are almost constant. I accept this is no fault of the airline. However it might have been better to let us sit in the terminal rather than on the aircraft for so long. They gave us our meals on the ground, these were good. The flight was good, friendly staff dealing with loud and frustrated passengers well and spoke good english. The seat was comfortable. Check in and ground staff were friendly and the aircraft was clean. Return flight to Hong Kong was cancelled. This again due to ""bad weather""/chinese airspace. Problems with every airline so not Dragonair fault. However two queues to ticket desk (both massive) when we arrived, were for different things. No one told us which queue to stand in so we split up and stood one in each, eventually got a standby number, came back 2 hours later and was put on a new flight. This flight left very soon so were given priority security and baggage tags. Missed our connection in HKG but staff helped us get accommodation and a new flight in HKG. Staff at Shanghai were slow, didn't tell us which queue to be in or what was going on. However check in clerk was helpful. Again not Dragonair fault but could've been handled much better. 4 hours of queuing and then a sprint to security not fun. Flight itself was on A330, clean and had ife. Meals were good, so were crew, seats slightly dated but fine and aircraft clean. Would recommend Dragonair, they are a good airline and delays not their fault, just staff in Shanghai need more training at how to deal with this especially as it happens frequently. They are excellent though when it comes to reorganising in Hong Kong and as sister airline to Cathay Pacific make connections to them as seamless and worry free as possible. As you can make it all (international flight and domestic flight connecting) under one booking they will sort hotels and new flights if you miss connection so would recommend Dragonair especially if you are doing international flight followed by domestic flights within China.",A320 / A330-300,Couple Leisure,Economy Class,HKG to PVG,April 2016,5.0,5.0,5.0,3.0,4.0,,4.0,yes
8078,Dragonair,8,"""found Dragonair better than Cathay""",12th April 2016,False,"  Hong Kong to Beijing with Dragonair. This was a redemption flight and it was good in that it is right on time, for flights to Beijing and Shanghai you can almost expect delays. The first time I board a plane that is painted with the new logo, Cathay Dragon, the service was not bad for the 3 hour flight. In fact I found Dragonair better than Cathay on this route which I fly much, and the Purser did come to greet me as a Sapphire member: they rarely do so this days especially with Cathay.",,Solo Leisure,Economy Class,HKG to PEK,April 2016,3.0,4.0,4.0,4.0,3.0,,5.0,yes
8079,Dragonair,4,"""won't fly Dragonair again""",11th April 2016,False,"Hanoi to Hong Kong with Dragonair. The flight eventually departed 3 hours late, meaning we missed our connection to Sydney. Arrival time was around 0110, and the transfer desk in Hong Kong was a complete shambles, and we finally got our hotel voucher more than an hour later, for a hotel 30 minutes away. The queue for immigration was horrendous and we could see we would be very unlikely to get to the hotel before 3am. Since our rearranged flight was due to leave at 0910, we decided to stay in the Plaza Premium lounge, airside. All this could have been avoided if Dragonair had been proactive in arranging accommodation in advance of our late arrival in Hong Kong. They had enough time. The aircraft, flight and meal were reasonable, though cabin service commenced very late in the flight. I read that Dragonair has one of the worst reputations for time keeping. This may not be entirely it's fault, however lack of organisation was very apparent, making this one of my worst flying experience in over 50 years. Won't fly Dragonair again.",A319,Couple Leisure,Economy Class,HAN to HKG,April 2016,4.0,3.0,4.0,1.0,4.0,,2.0,no
8080,Dragonair,9,"""crew were very attentive""",2nd April 2016,False,"  Dragonair flight KA 854 from Hong Kong to Wuhan was slightly delayed. A refurbished A320-200 registration B-HSP aircraft with new smart bin and seat. An apology was made by the Captain once on board. It was a full flight. The crew were very attentive and helpful. Inflight meals were served and we were given a choice of chicken or fish. As for beverages, only coffee, tea and mineral water were available. I would suggest that a variety of juices are served too.  A big thank you to the crew for their professionalism.",A320-200,Solo Leisure,Economy Class,HKG to WUH,March 2016,4.0,5.0,4.0,5.0,4.0,,4.0,yes
8081,Dragonair,9,"""remains good today""",22nd March 2016,False,"Flew from Hong Kong to Shanghai, the first time I have flown with Dragonair in over 13 years. It was a good airline then and it remains good today. The outbound portion of the flight was delayed by over an hour, which was beyond the control of the airline. Service and the inflight meal were good. The IFE on board didn't have the latest equipment, but still had a good selection that was more than enough for a two-hour, 20-minute flight (which had to be expedited because of the delay). The return portion was delayed by half an hour, which is practically on time for Shanghai standards. This flight was no more than half-full and I got two seats all to myself. Again, service and amenities were good.",A330,Solo Leisure,Economy Class,HKG to PVG,March 2016,4.0,4.0,4.0,4.0,4.0,,4.0,yes
8082,Dragonair,8,"""staff efficient and friendly""",22nd February 2016,False,"Easy check in at the airport with Dragonair for flight from Hong Kong to Phuket, staff efficient and friendly. Aircraft was on stand well before boarding time but boarding was delayed for unexplained reason and subsequently plane pushed back over 30 minutes late. We were then in a queue of several aircraft waiting to depart and we took off almost one hour late. Cabin service was good, considering the short flight time, and the meal on offer was acceptable. Seat was shell type recliner which had little or no lumbar support but OK for short flight. Although bags had priority stickers attached they still took a long time to arrive on the carousel. Would use Dragonair again despite the minor problems.",A330,Couple Leisure,Premium Economy,HKG to HKT,February 2016,3.0,4.0,4.0,4.0,,,4.0,yes
8083,Dragonair,1,"""seats were always upgraded""",3rd February 2016,False,"Clark, Philippines to Hong Kong. Dragonair website is identical to Cathay Pacific and is user friendly. Booking is a breeze. Their online check-in and bag-drop counter at the airport are convenient. Inflight entertainment (Studio KA) is great with huge collections. I believe they just offer an all economy seats for their CRK-HKG flights however since there are business seats allotted due to the aircraft configuration, they allow other passengers to be seated in business cabin. I'm happy that my seats were always upgraded! Snack is so-so. Just a small pack of cookies, chocolate bar and water for short haul flights. One thing, the cabin crews should use English as a means of communication to customers. ",A321,Solo Leisure,Economy Class,CRK to HKG,January 2016,5.0,4.0,4.0,5.0,5.0,,5.0,yes
8084,Dragonair,9,"""we had a good experience""",29th January 2016,False,"We booked this Dragonair ticket through S7 airlines from Irkutsk, and flew from Beijing to Hong Kong. Cabin crew were friendly and the food was of a good standard. Nothing too special on this flight - good entertainment on the PTV after many flights on S7 without any. The seat was of good width, however the legroom was a bit cramped and the seat a bit short - ie. it goes up to my shoulders (however the head rest could be adjusted up and down). Overall we had a good experience. I recommend this airline and will fly Dragonair again.",A330-300,Family Leisure,Economy Class,PEK to HKG,December 2015,4.0,5.0,5.0,4.0,5.0,,5.0,yes
8085,Dragonair,9,"""taking care of my father""",26th January 2016,False,"Due to the unexpected heavy storm, Jeju airport was closed and the flight my father was supposed to transfer via Hong Kong was rescheduled to a day later. He only had a hand luggage (checked-in luggage from Singapore couldn't be retreived) and Hong Kong was experiencing the cold wave as well. As he had just recovered from a surgery done 3 weeks ago, we were quite worried about his health. Via text messages, we asked him to approach the counter at the airport for assistance. A while later, he told us he was travelling to a hotel to stay for a night and all expenses were covered by the airline! Dragonair had provided a night's stay at aRoyal Garden hotel inclusive of meals. They also reimbursed the taxi he took from the airport to the hotel. The stranded passengers were given preprinted chits to be presented at the hotel so check-in was smooth. During the whole duration, my father was being updated about the flight status via text messages. The next day, the hotel arranged transportation for the passengers to return to the airport. In all, the staff and service was excellent and I must say that the airline is well-prepared to handle situations like this. Thank you Dragonair, for taking care of my father and the stranded passengers!",,Solo Leisure,Economy Class,SIN to CJU via HKG,January 2016,,,,4.0,,,4.0,yes
8086,Dragonair,1,"""an outstanding crew""",7th January 2016,False,"Shanghai to Jakarta via Hong Kong with Dragonair, and an outstanding crew. They have 2 choices of food, but when they came to me its only 1 choice left and I didnt like it, so they offers me breads, salad and a choice of noodles. They handle their client very well and I love it. The minus is some aircraft still don't have inflight entertainment.",,Family Leisure,Economy Class,PVG to CGK via HKG,January 2016,4.0,5.0,3.0,5.0,2.0,1.0,5.0,yes
8087,Dragonair,1,"""most friendly manner""",4th January 2016,False,Siem Reap to Hong Kong on Dragonair was fantastic. Although this is a single-class aircraft we were treated like business class. A warm meal was served timely and in a most friendly manner. I must say this is airline will be high on my list when travelling in the region again.,A320,Business,Economy Class,REP to HKG,November 2015,4.0,5.0,5.0,5.0,3.0,,5.0,yes
8088,Dragonair,9,"""clear information on everything""",3rd January 2016,False,"Travelled Dragonair from Hanoi-HKG and back 20th and 31st December 2015, respectively. Airbus 321. Extremely alert staff, caring, pro-active, energetic, and professional. Food and wines of unexpected high quality and tasteful for economy class. 4 different kinds of beers offered – all from different countries. Elite card holder recognition by FA staff - even from other OW-airlines than Cathay and Dragonair. Only a minor delay of 30 minutes prevents me from rating the airline to 10 of 10 as delays are common according to their own information provided on their website, which is very good. Clear information on everything and willingness to expose their weak point, delays, is appreciated. Return flight was full on New Years’ eve, but well managed. A minor fault occurred by FAs mistakenly providing someone else “my” child meal. However, it was elegantly made up for by staff apologizing and personally displaying three alternatives for us by presenting them all on a tray, opening the foil. Drink rounds frequent and gentle.",A321,Family Leisure,Economy Class,HAN to HAN via HKG,December 2015,4.0,5.0,5.0,5.0,4.0,,5.0,yes
8089,Dragonair,7,"""crew friendly and courteous""",22nd November 2015,False,"Hong Kong to Hiroshima return with Dragonair, both flights on an A320-200. The first flight had no in-flight entertainment system on board, not even a shared screen in the cabin. The cabin was old and tired, and some seats were not well-maintained. Food was fairly acceptable but was nothing compared to Cathay Pacific. Fortunately the cabin crew were friendly and courteous, making this flight a fairly enjoyable one. The return flight was an older A320-200, but with renovated cabin. The cabin was smarter and more comfortable. Flight meal was better than the first flight. Interestingly, we could use the aircraft wifi on our tablets to access the in-flight entertainment system. Unfortunately, there was no guidance on how to download the Studio KA app when connected to the aircraft wifi and it turned out to be a 4.5-hour flight with no in-flight entertainment again. Cabin crew again mostly friendly and helpful. I was happy with my experience with Dragonair but I do not look forward to flying small aircraft (eg. A320). I would prefer the A330-300 in the future.",A320-200,Family Leisure,Economy Class,Hong Kong to Hiroshima,November 2015,3.0,5.0,3.0,4.0,2.0,2.0,5.0,yes
