airline_name,overall_rating,review_date,seat_type,type_of_traveller,is_recommended,verified,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,value_for_money,rating_category
Garuda Indonesia,9.0,2021-02-05,Economy Class,Family Leisure,1,True,4.0,5.0,3.0,4.0,3.0,4.0,High
Garuda Indonesia,9.0,2021-02-05,Economy Class,Family Leisure,1,True,5.0,5.0,4.0,3.0,3.0,4.0,High
Garuda Indonesia,1.0,2021-01-10,Economy Class,Couple Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Garuda Indonesia,1.0,2020-09-07,Economy Class,Solo Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Garuda Indonesia,1.0,2020-07-14,Economy Class,Family Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Garuda Indonesia,1.0,2020-04-25,Business Class,Couple Leisure,1,True,5.0,5.0,5.0,5.0,5.0,4.0,Low
Garuda Indonesia,9.0,2020-04-04,Economy Class,Solo Leisure,1,True,5.0,5.0,3.0,5.0,3.0,4.0,High
Garuda Indonesia,9.0,2020-04-04,Economy Class,Solo Leisure,1,True,5.0,4.0,2.0,5.0,5.0,4.0,High
Garuda Indonesia,1.0,2020-03-27,Economy Class,Solo Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Garuda Indonesia,6.0,,Economy Class,Solo Leisure,0,True,2.0,2.0,3.0,1.0,2.0,2.0,Medium
Garuda Indonesia,9.0,,Economy Class,Couple Leisure,1,True,5.0,5.0,5.0,4.0,4.0,5.0,High
Garuda Indonesia,1.0,2020-03-16,Business Class,Solo Leisure,1,True,5.0,5.0,4.0,5.0,2.0,5.0,Low
Garuda Indonesia,8.0,2020-02-25,Economy Class,Family Leisure,1,True,3.0,5.0,4.0,5.0,3.0,5.0,High
Garuda Indonesia,9.0,2020-02-20,Business Class,Business,1,True,5.0,5.0,4.0,5.0,2.0,5.0,High
Garuda Indonesia,3.0,2020-02-18,Economy Class,Family Leisure,0,True,4.0,5.0,1.0,4.0,3.0,3.0,Low
Garuda Indonesia,5.0,2020-02-14,Economy Class,Solo Leisure,0,True,3.0,4.0,5.0,3.0,2.0,4.0,Medium
Garuda Indonesia,8.0,2020-02-14,Economy Class,Solo Leisure,1,True,5.0,5.0,4.0,3.0,3.0,4.0,High
Garuda Indonesia,1.0,2020-02-12,First Class,Solo Leisure,1,True,5.0,5.0,5.0,5.0,2.0,5.0,Low
Garuda Indonesia,9.0,2020-02-04,Business Class,Solo Leisure,1,True,5.0,5.0,5.0,5.0,4.0,5.0,High
Garuda Indonesia,9.0,,Economy Class,Solo Leisure,1,True,3.0,5.0,4.0,4.0,3.0,4.0,High
Garuda Indonesia,9.0,2020-01-28,Business Class,Solo Leisure,1,True,5.0,5.0,5.0,4.0,2.0,5.0,High
Garuda Indonesia,1.0,2020-01-27,Business Class,Solo Leisure,0,True,2.0,1.0,1.0,3.0,1.0,1.0,Low
Garuda Indonesia,8.0,2020-01-20,Business Class,Couple Leisure,1,True,4.0,5.0,4.0,5.0,1.0,4.0,High
Garuda Indonesia,1.0,2020-01-19,Business Class,Business,1,True,5.0,5.0,5.0,5.0,2.0,5.0,Low
Garuda Indonesia,1.0,2020-01-14,Economy Class,Family Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Garuda Indonesia,4.0,2020-01-14,Business Class,Couple Leisure,0,True,2.0,5.0,4.0,4.0,1.0,4.0,Medium
Garuda Indonesia,5.0,2020-01-13,Business Class,Solo Leisure,1,True,2.0,2.0,4.0,2.0,2.0,5.0,Medium
Garuda Indonesia,1.0,2020-01-12,Economy Class,Couple Leisure,0,False,1.0,1.0,1.0,2.0,3.0,1.0,Low
Garuda Indonesia,3.0,2020-01-10,Economy Class,Couple Leisure,0,True,1.0,4.0,1.0,5.0,2.0,2.0,Low
Garuda Indonesia,9.0,2020-01-10,Business Class,Business,1,True,5.0,5.0,4.0,4.0,2.0,5.0,High
Garuda Indonesia,1.0,,First Class,Family Leisure,1,True,5.0,5.0,5.0,5.0,5.0,5.0,Low
Garuda Indonesia,6.0,,Business Class,Solo Leisure,1,True,4.0,2.0,4.0,4.0,4.0,4.0,Medium
Garuda Indonesia,1.0,,First Class,Family Leisure,1,True,5.0,5.0,5.0,5.0,2.0,5.0,Low
Garuda Indonesia,7.0,,Economy Class,Family Leisure,1,True,4.0,2.0,2.0,4.0,4.0,4.0,High
Garuda Indonesia,9.0,2019-12-18,Economy Class,Solo Leisure,1,True,5.0,5.0,4.0,5.0,4.0,5.0,High
Garuda Indonesia,9.0,2019-12-18,Economy Class,Solo Leisure,1,True,5.0,5.0,4.0,5.0,3.0,5.0,High
Garuda Indonesia,9.0,2019-12-14,Business Class,Solo Leisure,1,True,5.0,5.0,5.0,5.0,3.0,5.0,High
Garuda Indonesia,1.0,2019-12-11,Business Class,Solo Leisure,1,True,5.0,5.0,5.0,5.0,2.0,5.0,Low
Garuda Indonesia,6.0,2019-12-08,Economy Class,Family Leisure,0,False,3.0,4.0,2.0,2.0,3.0,3.0,Medium
Garuda Indonesia,1.0,2019-12-07,Economy Class,Family Leisure,1,True,5.0,5.0,3.0,5.0,4.0,3.0,Low
Garuda Indonesia,2.0,2019-12-05,Economy Class,Business,0,True,1.0,4.0,3.0,1.0,3.0,1.0,Low
Garuda Indonesia,8.0,,Economy Class,Couple Leisure,1,True,4.0,4.0,2.0,5.0,2.0,4.0,High
Garuda Indonesia,8.0,,Economy Class,Family Leisure,1,False,5.0,5.0,5.0,5.0,4.0,5.0,High
Garuda Indonesia,9.0,2019-11-26,Business Class,Solo Leisure,1,True,4.0,5.0,4.0,4.0,2.0,5.0,High
Garuda Indonesia,9.0,,Business Class,Solo Leisure,1,True,5.0,5.0,5.0,5.0,5.0,5.0,High
Garuda Indonesia,1.0,,Business Class,Solo Leisure,1,True,5.0,5.0,5.0,5.0,2.0,5.0,Low
Garuda Indonesia,7.0,,Economy Class,Couple Leisure,1,True,3.0,4.0,3.0,4.0,1.0,3.0,High
Garuda Indonesia,3.0,2019-10-30,Economy Class,Couple Leisure,0,True,1.0,4.0,1.0,3.0,1.0,2.0,Low
Garuda Indonesia,8.0,2019-10-27,Economy Class,Solo Leisure,1,True,4.0,4.0,3.0,5.0,3.0,4.0,High
Garuda Indonesia,8.0,2019-10-26,Economy Class,Couple Leisure,1,True,5.0,5.0,5.0,5.0,4.0,4.0,High
Garuda Indonesia,1.0,,Economy Class,Solo Leisure,0,True,1.0,1.0,1.0,1.0,2.0,1.0,Low
Garuda Indonesia,1.0,,Economy Class,Couple Leisure,0,True,1.0,2.0,1.0,1.0,1.0,1.0,Low
Garuda Indonesia,5.0,2019-10-20,Economy Class,Solo Leisure,0,True,1.0,4.0,3.0,4.0,2.0,4.0,Medium
Garuda Indonesia,1.0,2019-10-19,Economy Class,Business,0,True,1.0,3.0,1.0,1.0,4.0,1.0,Low
Garuda Indonesia,1.0,2019-10-17,Business Class,Family Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Garuda Indonesia,1.0,2019-10-13,Economy Class,Business,0,True,3.0,2.0,1.0,3.0,1.0,3.0,Low
Garuda Indonesia,1.0,2019-10-13,Business Class,Family Leisure,0,True,1.0,1.0,1.0,1.0,2.0,1.0,Low
Garuda Indonesia,1.0,2019-10-10,Business Class,Family Leisure,1,True,5.0,5.0,5.0,5.0,5.0,5.0,Low
Garuda Indonesia,1.0,2019-10-06,Business Class,Family Leisure,1,True,5.0,5.0,5.0,5.0,5.0,5.0,Low
Garuda Indonesia,1.0,2019-10-05,Economy Class,Couple Leisure,0,False,3.0,1.0,1.0,3.0,1.0,1.0,Low
Georgian Airways,1.0,2023-07-20,Economy Class,Solo Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,1.0,2023-06-16,Economy Class,Solo Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2023-06-07,Economy Class,Couple Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,,Economy Class,Business,0,True,2.0,1.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,2.0,2022-10-17,Economy Class,Couple Leisure,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,1.0,2022-08-11,Economy Class,Solo Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2022-07-27,Economy Class,Solo Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,1.0,,Economy Class,Solo Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2022-05-08,Economy Class,Solo Leisure,0,True,2.0,2.0,1.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2022-02-05,Economy Class,Family Leisure,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,1.0,2021-11-26,Economy Class,Couple Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2021-08-16,Economy Class,Solo Leisure,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,1.0,2021-07-26,Economy Class,Solo Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2021-05-25,Economy Class,Family Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2020-04-30,Economy Class,Solo Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2020-01-12,Economy Class,Couple Leisure,0,True,2.0,2.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,1.0,2019-11-13,Economy Class,Family Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,1.0,2019-09-13,Economy Class,Family Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2019-08-26,Economy Class,Solo Leisure,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,1.0,2019-08-19,Economy Class,Couple Leisure,0,False,2.0,3.0,1.0,1.0,1.0,2.0,Low
Georgian Airways,1.0,,Economy Class,Couple Leisure,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,5.0,2019-04-29,Business Class,Solo Leisure,1,True,1.0,5.0,1.0,4.0,2.0,2.0,Medium
Georgian Airways,3.0,2018-12-26,Economy Class,Business,1,True,3.0,2.0,3.0,5.0,2.0,3.0,Low
Georgian Airways,1.0,2018-10-04,Economy Class,Solo Leisure,0,False,3.0,1.0,1.0,1.0,1.0,1.0,Low
Georgian Airways,6.0,,Economy Class,Family Leisure,1,True,4.0,3.0,2.0,3.0,1.0,4.0,Medium
Georgian Airways,3.0,,Economy Class,Solo Leisure,0,False,2.0,2.0,1.0,3.0,1.0,1.0,Low
Georgian Airways,7.0,,Business Class,Business,1,False,4.0,4.0,4.0,4.0,2.0,3.0,High
Georgian Airways,2.0,2018-07-13,Economy Class,Couple Leisure,0,False,3.0,2.0,1.0,1.0,1.0,2.0,Low
Georgian Airways,1.0,2018-06-30,Economy Class,Couple Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,8.0,,Economy Class,Business,1,True,4.0,4.0,3.0,5.0,2.0,4.0,High
Georgian Airways,1.0,2018-05-17,Economy Class,Family Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,1.0,2018-03-19,Economy Class,Solo Leisure,0,True,2.0,2.0,2.0,2.0,2.0,1.0,Low
Georgian Airways,5.0,,Economy Class,Couple Leisure,0,True,3.0,3.0,2.0,4.0,2.0,1.0,Medium
Georgian Airways,1.0,2018-01-09,Economy Class,Family Leisure,0,True,1.0,1.0,1.0,1.0,2.0,1.0,Low
Georgian Airways,7.0,,Economy Class,Solo Leisure,1,False,4.0,4.0,1.0,4.0,1.0,3.0,High
Georgian Airways,4.0,,Economy Class,Couple Leisure,0,False,3.0,2.0,2.0,1.0,2.0,3.0,Medium
Georgian Airways,8.0,2016-09-20,Business Class,Solo Leisure,1,False,5.0,5.0,3.0,1.0,2.0,4.0,High
Georgian Airways,1.0,2015-09-07,Economy Class,Couple Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Georgian Airways,9.0,2014-12-04,Economy Class,Unknown,1,False,3.0,5.0,5.0,1.0,0.0,4.0,High
Georgian Airways,5.0,,Economy Class,Unknown,1,False,4.0,3.0,3.0,1.0,2.0,4.0,Medium
Germania Airline,2.0,,Economy Class,Solo Leisure,0,False,2.0,1.0,1.0,2.0,2.0,3.0,Low
Germania Airline,7.0,2018-08-20,Economy Class,Solo Leisure,1,True,1.0,5.0,5.0,3.0,2.0,5.0,High
Germania Airline,7.0,2018-07-12,Economy Class,Solo Leisure,1,False,5.0,5.0,4.0,2.0,4.0,5.0,High
Germania Airline,6.0,2018-07-12,Economy Class,Solo Leisure,1,False,4.0,4.0,4.0,1.0,3.0,4.0,Medium
Germania Airline,1.0,2018-02-28,Economy Class,Solo Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Germania Airline,8.0,2017-12-10,Economy Class,Solo Leisure,1,True,2.0,5.0,4.0,3.0,4.0,5.0,High
Germania Airline,1.0,2017-08-29,Economy Class,Business,1,False,5.0,5.0,2.0,5.0,3.0,5.0,Low
Germania Airline,8.0,,Economy Class,Couple Leisure,1,False,4.0,4.0,4.0,2.0,2.0,4.0,High
Germania Airline,1.0,2017-07-10,Economy Class,Family Leisure,0,False,1.0,1.0,1.0,1.0,2.0,1.0,Low
Germania Airline,1.0,2017-06-29,Economy Class,Family Leisure,0,False,1.0,2.0,1.0,1.0,2.0,1.0,Low
Germania Airline,1.0,2017-05-20,Economy Class,Business,0,False,1.0,1.0,1.0,1.0,2.0,1.0,Low
Germania Airline,4.0,2017-03-27,Economy Class,Family Leisure,0,False,3.0,4.0,4.0,1.0,3.0,3.0,Medium
Germania Airline,9.0,,Economy Class,Couple Leisure,1,False,4.0,5.0,5.0,5.0,5.0,5.0,High
Germania Airline,7.0,,Economy Class,Couple Leisure,0,False,4.0,3.0,2.0,3.0,2.0,1.0,High
Germania Airline,8.0,2016-04-05,Economy Class,Business,1,False,4.0,4.0,2.0,3.0,1.0,4.0,High
Germania Airline,8.0,,Economy Class,Family Leisure,1,False,3.0,4.0,4.0,5.0,3.0,5.0,High
Germania Airline,2.0,2016-02-13,Economy Class,Couple Leisure,0,False,1.0,2.0,1.0,1.0,2.0,3.0,Low
Germania Airline,3.0,2015-09-15,Economy Class,Couple Leisure,0,False,2.0,1.0,1.0,3.0,3.0,1.0,Low
Germania Airline,7.0,2015-08-12,Economy Class,Couple Leisure,1,False,2.0,3.0,3.0,2.0,3.0,5.0,High
Germanwings,7.0,,Economy Class,Couple Leisure,1,True,4.0,3.0,2.0,3.0,1.0,5.0,High
Germanwings,6.0,,Economy Class,Couple Leisure,1,True,3.0,3.0,2.0,3.0,1.0,5.0,Medium
Germanwings,1.0,2017-01-04,Economy Class,Couple Leisure,0,False,2.0,2.0,2.0,1.0,2.0,2.0,Low
Germanwings,7.0,2016-09-13,Economy Class,Business,1,False,5.0,5.0,1.0,5.0,2.0,5.0,High
Germanwings,1.0,2016-08-16,Economy Class,Business,0,False,1.0,1.0,2.0,3.0,2.0,1.0,Low
Germanwings,6.0,2016-05-11,Economy Class,Business,1,False,1.0,3.0,2.0,2.0,2.0,3.0,Medium
Germanwings,1.0,2016-04-11,Economy Class,Couple Leisure,1,False,4.0,5.0,5.0,4.0,2.0,5.0,Low
Germanwings,8.0,,Economy Class,Solo Leisure,1,False,5.0,5.0,3.0,4.0,2.0,5.0,High
Germanwings,2.0,,Economy Class,Couple Leisure,0,False,2.0,2.0,1.0,1.0,2.0,1.0,Low
Germanwings,8.0,,Economy Class,Solo Leisure,1,False,4.0,5.0,3.0,3.0,1.0,3.0,High
Germanwings,5.0,2015-12-07,Economy Class,Family Leisure,1,False,3.0,3.0,1.0,3.0,2.0,3.0,Medium
Germanwings,2.0,,Economy Class,Business,0,False,1.0,2.0,2.0,2.0,2.0,1.0,Low
Germanwings,7.0,2015-10-27,Economy Class,Couple Leisure,1,False,4.0,5.0,4.0,4.0,2.0,4.0,High
Germanwings,9.0,,Business Class,Business,1,False,5.0,4.0,5.0,4.0,2.0,4.0,High
Germanwings,8.0,,Economy Class,Family Leisure,1,False,4.0,5.0,2.0,3.0,2.0,4.0,High
Germanwings,2.0,2015-10-16,Economy Class,Couple Leisure,0,False,1.0,1.0,2.0,1.0,2.0,2.0,Low
Germanwings,9.0,2015-10-15,Economy Class,Solo Leisure,1,False,4.0,4.0,4.0,4.0,2.0,5.0,High
Germanwings,3.0,2015-10-04,Economy Class,Solo Leisure,0,False,2.0,1.0,2.0,3.0,2.0,2.0,Low
Germanwings,3.0,,Economy Class,Couple Leisure,0,False,3.0,1.0,1.0,2.0,1.0,1.0,Low
Germanwings,1.0,2015-09-20,Unknown,Business,1,False,4.0,5.0,4.0,5.0,1.0,4.0,Low
Germanwings,4.0,2015-09-14,Economy Class,Business,0,False,3.0,4.0,2.0,1.0,2.0,3.0,Medium
Germanwings,1.0,2015-09-09,Economy Class,Couple Leisure,0,False,2.0,2.0,1.0,1.0,2.0,1.0,Low
Germanwings,7.0,2015-09-09,Economy Class,Solo Leisure,1,False,3.0,3.0,1.0,4.0,1.0,4.0,High
Germanwings,2.0,2015-09-06,Economy Class,Family Leisure,0,False,2.0,2.0,1.0,1.0,1.0,1.0,Low
Germanwings,2.0,,Economy Class,Business,0,False,3.0,1.0,1.0,1.0,2.0,2.0,Low
Germanwings,5.0,2015-08-25,Economy Class,Couple Leisure,0,False,3.0,3.0,1.0,3.0,2.0,5.0,Medium
Germanwings,2.0,2015-08-15,Economy Class,Business,0,False,3.0,2.0,1.0,2.0,2.0,2.0,Low
Germanwings,1.0,2015-07-30,Economy Class,Family Leisure,1,False,5.0,5.0,4.0,5.0,2.0,5.0,Low
Germanwings,1.0,,First Class,Business,0,False,2.0,2.0,1.0,1.0,1.0,1.0,Low
Germanwings,2.0,2015-06-19,Economy Class,Couple Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Germanwings,7.0,,Economy Class,Unknown,1,False,3.0,2.0,0.0,1.0,1.0,5.0,High
Germanwings,7.0,2015-05-28,Economy Class,Unknown,1,False,4.0,4.0,4.0,1.0,1.0,4.0,High
Germanwings,9.0,,Economy Class,Unknown,1,False,5.0,5.0,4.0,1.0,1.0,4.0,High
Germanwings,2.0,2015-05-08,Economy Class,Unknown,0,False,2.0,1.0,1.0,1.0,1.0,2.0,Low
Germanwings,4.0,,Economy Class,Unknown,0,False,3.0,2.0,0.0,1.0,0.0,3.0,Medium
Germanwings,7.0,2015-02-24,Economy Class,Unknown,1,False,3.0,5.0,2.0,1.0,1.0,3.0,High
Germanwings,8.0,2015-01-26,Economy Class,Unknown,1,False,4.0,5.0,0.0,1.0,0.0,5.0,High
Germanwings,1.0,2015-01-05,Economy Class,Unknown,1,False,5.0,5.0,3.0,1.0,4.0,5.0,Low
Germanwings,2.0,2015-01-05,Economy Class,Unknown,0,False,1.0,1.0,3.0,1.0,0.0,3.0,Low
Germanwings,9.0,,Economy Class,Unknown,1,False,4.0,5.0,4.0,1.0,3.0,5.0,High
Germanwings,8.0,,Economy Class,Unknown,1,False,4.0,4.0,2.0,1.0,0.0,5.0,High
Germanwings,7.0,,Economy Class,Unknown,1,False,3.0,3.0,1.0,1.0,1.0,3.0,High
Germanwings,8.0,2014-12-18,Economy Class,Unknown,1,False,4.0,3.0,4.0,1.0,3.0,5.0,High
Germanwings,2.0,2014-11-06,Economy Class,Unknown,0,False,3.0,2.0,2.0,1.0,0.0,1.0,Low
Germanwings,1.0,,Economy Class,Unknown,1,False,5.0,5.0,5.0,1.0,0.0,5.0,Low
Germanwings,2.0,2014-09-27,Economy Class,Unknown,0,False,4.0,2.0,2.0,1.0,0.0,2.0,Low
Germanwings,1.0,2014-09-17,Economy Class,Unknown,1,False,4.0,3.0,2.0,1.0,1.0,4.0,Low
Germanwings,5.0,2014-09-06,Economy Class,Unknown,0,False,1.0,3.0,2.0,1.0,1.0,4.0,Medium
Germanwings,1.0,2014-07-25,Economy Class,Unknown,1,False,4.0,3.0,5.0,1.0,1.0,4.0,Low
Germanwings,1.0,2014-07-25,Economy Class,Unknown,1,False,4.0,4.0,3.0,1.0,0.0,5.0,Low
Germanwings,7.0,,Economy Class,Unknown,1,False,3.0,4.0,4.0,1.0,3.0,4.0,High
Germanwings,8.0,2014-07-10,Economy Class,Unknown,1,False,4.0,5.0,4.0,1.0,2.0,4.0,High
Germanwings,3.0,2014-07-08,Economy Class,Unknown,0,False,3.0,3.0,3.0,1.0,0.0,1.0,Low
Germanwings,9.0,,Economy Class,Unknown,1,False,3.0,3.0,1.0,1.0,1.0,5.0,High
Germanwings,5.0,2014-05-28,Economy Class,Unknown,0,False,3.0,2.0,2.0,1.0,0.0,3.0,Medium
Germanwings,2.0,2014-05-25,Economy Class,Unknown,0,False,3.0,2.0,3.0,1.0,0.0,1.0,Low
Germanwings,9.0,,Economy Class,Unknown,1,False,5.0,5.0,3.0,1.0,0.0,4.0,High
Germanwings,4.0,,Economy Class,Unknown,0,False,3.0,4.0,4.0,1.0,0.0,3.0,Medium
Germanwings,7.0,2014-03-06,Economy Class,Unknown,1,False,1.0,1.0,1.0,1.0,1.0,4.0,High
Germanwings,3.0,2014-02-07,Economy Class,Unknown,0,False,5.0,3.0,1.0,1.0,1.0,2.0,Low
Germanwings,7.0,2014-01-25,Economy Class,Unknown,1,False,5.0,4.0,3.0,1.0,0.0,3.0,High
Germanwings,1.0,2014-01-07,Economy Class,Unknown,0,False,2.0,1.0,1.0,1.0,1.0,1.0,Low
Germanwings,1.0,2013-12-16,Economy Class,Unknown,1,False,5.0,5.0,4.0,1.0,0.0,4.0,Low
Germanwings,9.0,,Economy Class,Unknown,1,False,5.0,4.0,3.0,1.0,0.0,5.0,High
Germanwings,4.0,2013-11-18,Economy Class,Unknown,0,False,3.0,2.0,3.0,1.0,1.0,3.0,Medium
Germanwings,9.0,,Economy Class,Unknown,1,False,4.0,4.0,0.0,1.0,0.0,5.0,High
Germanwings,7.0,2013-10-20,Economy Class,Unknown,1,False,4.0,4.0,2.0,1.0,0.0,4.0,High
Germanwings,3.0,2013-09-29,Economy Class,Unknown,0,False,2.0,3.0,1.0,1.0,2.0,1.0,Low
Germanwings,2.0,2013-09-26,Economy Class,Unknown,0,False,3.0,2.0,2.0,1.0,1.0,4.0,Low
Germanwings,3.0,2013-08-12,Economy Class,Unknown,0,False,4.0,3.0,2.0,1.0,1.0,3.0,Low
Germanwings,8.0,2013-08-04,Economy Class,Unknown,1,False,4.0,5.0,3.0,1.0,0.0,4.0,High
Germanwings,4.0,2013-08-04,Economy Class,Unknown,0,False,4.0,2.0,0.0,1.0,0.0,2.0,Medium
Germanwings,7.0,,Economy Class,Unknown,1,False,3.0,4.0,1.0,1.0,1.0,4.0,High
Germanwings,9.0,2013-06-28,Economy Class,Unknown,1,False,5.0,5.0,4.0,1.0,0.0,3.0,High
Germanwings,2.0,2013-06-25,Economy Class,Unknown,0,False,1.0,3.0,0.0,1.0,0.0,2.0,Low
Germanwings,2.0,,Economy Class,Unknown,0,False,4.0,3.0,2.0,1.0,0.0,2.0,Low
Germanwings,9.0,,Economy Class,Unknown,1,False,4.0,4.0,0.0,1.0,0.0,5.0,High
Germanwings,4.0,2013-05-20,Economy Class,Unknown,0,False,4.0,2.0,2.0,1.0,0.0,3.0,Medium
Germanwings,6.0,2013-04-17,Economy Class,Unknown,1,False,4.0,3.0,0.0,1.0,0.0,3.0,Medium
Germanwings,1.0,2013-04-16,Economy Class,Unknown,1,False,4.0,5.0,0.0,1.0,0.0,5.0,Low
Germanwings,6.0,2013-02-18,Economy Class,Unknown,1,False,3.0,4.0,0.0,1.0,1.0,3.0,Medium
Germanwings,2.0,2013-02-07,Economy Class,Unknown,0,False,2.0,2.0,1.0,1.0,2.0,1.0,Low
Germanwings,1.0,,Economy Class,Unknown,0,False,3.0,1.0,3.0,1.0,1.0,3.0,Low
Germanwings,3.0,2012-12-20,Economy Class,Unknown,0,False,3.0,1.0,0.0,1.0,0.0,2.0,Low
Germanwings,5.0,2012-12-19,Economy Class,Unknown,1,False,3.0,3.0,0.0,1.0,0.0,3.0,Medium
Germanwings,5.0,2012-12-18,Economy Class,Unknown,1,False,3.0,4.0,2.0,1.0,0.0,4.0,Medium
Germanwings,8.0,2012-12-15,Economy Class,Unknown,1,False,4.0,3.0,2.0,1.0,0.0,4.0,High
Germanwings,5.0,,Economy Class,Unknown,1,False,3.0,4.0,3.0,1.0,0.0,4.0,Medium
Germanwings,5.0,,Economy Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Medium
Germanwings,1.0,2012-09-09,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Low
Go First,1.0,,Economy Class,Couple Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Go First,1.0,,Economy Class,Family Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Go First,1.0,,Economy Class,Business,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Go First,1.0,,Economy Class,Family Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Go First,1.0,2023-04-27,Economy Class,Solo Leisure,0,True,2.0,1.0,1.0,1.0,2.0,2.0,Low
Go First,1.0,2023-04-26,Economy Class,Family Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Go First,1.0,2023-04-26,Economy Class,Solo Leisure,0,True,2.0,1.0,2.0,1.0,2.0,1.0,Low
Go First,1.0,2023-04-25,Economy Class,Solo Leisure,0,True,1.0,2.0,2.0,2.0,2.0,1.0,Low
Go First,8.0,2023-04-24,Economy Class,Solo Leisure,1,True,3.0,4.0,2.0,2.0,2.0,4.0,High
Go First,8.0,,Economy Class,Solo Leisure,1,False,3.0,5.0,1.0,5.0,2.0,4.0,High
Go First,1.0,,Economy Class,Couple Leisure,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Go First,1.0,,Economy Class,Solo Leisure,0,False,1.0,1.0,1.0,1.0,2.0,1.0,Low
Go First,2.0,,Economy Class,Business,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Go First,1.0,2023-04-20,Economy Class,Business,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Go First,1.0,2023-04-19,Economy Class,Solo Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Go First,1.0,2023-04-18,Economy Class,Couple Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Go First,2.0,2023-04-16,Economy Class,Solo Leisure,0,False,2.0,2.0,1.0,1.0,1.0,1.0,Low
Go First,3.0,2023-04-16,Economy Class,Family Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Go First,1.0,2023-04-16,Economy Class,Solo Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Go First,2.0,2023-04-14,Premium Economy,Solo Leisure,0,False,3.0,2.0,1.0,1.0,1.0,1.0,Low
Go First,1.0,2023-04-12,Economy Class,Business,0,True,3.0,3.0,2.0,3.0,2.0,2.0,Low
Go First,1.0,2023-04-09,Economy Class,Family Leisure,0,True,4.0,2.0,1.0,4.0,1.0,1.0,Low
Go First,1.0,2023-04-09,Economy Class,Family Leisure,0,True,1.0,3.0,2.0,1.0,2.0,1.0,Low
Go First,1.0,2023-04-06,Economy Class,Business,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
